NAME,STEER
center_2018_09_07_21_12_24_282.jpg,0
center_2018_09_07_21_12_24_348.jpg,0
center_2018_09_07_21_12_24_415.jpg,0
center_2018_09_07_21_12_24_482.jpg,0
center_2018_09_07_21_12_24_549.jpg,0
center_2018_09_07_21_12_24_615.jpg,0
center_2018_09_07_21_12_24_682.jpg,0
center_2018_09_07_21_12_24_749.jpg,0
center_2018_09_07_21_12_24_815.jpg,0
center_2018_09_07_21_12_24_882.jpg,0
center_2018_09_07_21_12_24_949.jpg,0
center_2018_09_07_21_12_25_017.jpg,0
center_2018_09_07_21_12_25_083.jpg,0
center_2018_09_07_21_12_25_150.jpg,0
center_2018_09_07_21_12_25_216.jpg,0
center_2018_09_07_21_12_25_283.jpg,0
center_2018_09_07_21_12_25_349.jpg,-6
center_2018_09_07_21_12_25_416.jpg,-14
center_2018_09_07_21_12_25_482.jpg,-7.963915
center_2018_09_07_21_12_25_549.jpg,0
center_2018_09_07_21_12_25_616.jpg,0
center_2018_09_07_21_12_25_682.jpg,0
center_2018_09_07_21_12_25_749.jpg,0
center_2018_09_07_21_12_25_815.jpg,0
center_2018_09_07_21_12_25_882.jpg,0
center_2018_09_07_21_12_25_949.jpg,0
center_2018_09_07_21_12_26_016.jpg,0
center_2018_09_07_21_12_26_082.jpg,0
center_2018_09_07_21_12_26_149.jpg,0
center_2018_09_07_21_12_26_216.jpg,0
center_2018_09_07_21_12_26_282.jpg,0
center_2018_09_07_21_12_26_348.jpg,0
center_2018_09_07_21_12_26_415.jpg,0
center_2018_09_07_21_12_26_482.jpg,0
center_2018_09_07_21_12_26_549.jpg,0
center_2018_09_07_21_12_26_615.jpg,0
center_2018_09_07_21_12_26_683.jpg,0
center_2018_09_07_21_12_26_749.jpg,0
center_2018_09_07_21_12_26_815.jpg,0
center_2018_09_07_21_12_26_882.jpg,0
center_2018_09_07_21_12_26_948.jpg,0
center_2018_09_07_21_12_27_015.jpg,0
center_2018_09_07_21_12_27_082.jpg,0
center_2018_09_07_21_12_27_148.jpg,0
center_2018_09_07_21_12_27_215.jpg,0
center_2018_09_07_21_12_27_281.jpg,0
center_2018_09_07_21_12_27_348.jpg,0
center_2018_09_07_21_12_27_415.jpg,0
center_2018_09_07_21_12_27_481.jpg,0
center_2018_09_07_21_12_27_548.jpg,0
center_2018_09_07_21_12_27_616.jpg,0
center_2018_09_07_21_12_27_682.jpg,0
center_2018_09_07_21_12_27_748.jpg,0
center_2018_09_07_21_12_27_815.jpg,0
center_2018_09_07_21_12_27_882.jpg,0
center_2018_09_07_21_12_27_948.jpg,0
center_2018_09_07_21_12_28_015.jpg,0
center_2018_09_07_21_12_28_082.jpg,0
center_2018_09_07_21_12_28_149.jpg,0
center_2018_09_07_21_12_28_215.jpg,0
center_2018_09_07_21_12_28_282.jpg,0
center_2018_09_07_21_12_28_348.jpg,0
center_2018_09_07_21_12_28_415.jpg,0
center_2018_09_07_21_12_28_482.jpg,0
center_2018_09_07_21_12_28_548.jpg,0
center_2018_09_07_21_12_28_616.jpg,0
center_2018_09_07_21_12_28_682.jpg,0
center_2018_09_07_21_12_28_749.jpg,0
center_2018_09_07_21_12_28_816.jpg,0
center_2018_09_07_21_12_28_882.jpg,0
center_2018_09_07_21_12_28_949.jpg,0
center_2018_09_07_21_12_29_015.jpg,0
center_2018_09_07_21_12_29_082.jpg,0
center_2018_09_07_21_12_29_148.jpg,0
center_2018_09_07_21_12_29_216.jpg,0
center_2018_09_07_21_12_29_282.jpg,0
center_2018_09_07_21_12_29_349.jpg,0
center_2018_09_07_21_12_29_416.jpg,0
center_2018_09_07_21_12_29_482.jpg,0
center_2018_09_07_21_12_29_548.jpg,0
center_2018_09_07_21_12_29_616.jpg,0
center_2018_09_07_21_12_29_682.jpg,0
center_2018_09_07_21_12_29_749.jpg,0
center_2018_09_07_21_12_29_815.jpg,0
center_2018_09_07_21_12_29_882.jpg,0
center_2018_09_07_21_12_29_949.jpg,6
center_2018_09_07_21_12_30_015.jpg,0
center_2018_09_07_21_12_30_082.jpg,0
center_2018_09_07_21_12_30_149.jpg,0
center_2018_09_07_21_12_30_216.jpg,0
center_2018_09_07_21_12_30_282.jpg,0
center_2018_09_07_21_12_30_349.jpg,0
center_2018_09_07_21_12_30_416.jpg,0
center_2018_09_07_21_12_30_482.jpg,0
center_2018_09_07_21_12_30_549.jpg,0
center_2018_09_07_21_12_30_616.jpg,0
center_2018_09_07_21_12_30_683.jpg,0
center_2018_09_07_21_12_30_749.jpg,0
center_2018_09_07_21_12_30_816.jpg,0
center_2018_09_07_21_12_30_883.jpg,0
center_2018_09_07_21_12_30_949.jpg,0
center_2018_09_07_21_12_31_016.jpg,0
center_2018_09_07_21_12_31_082.jpg,0
center_2018_09_07_21_12_31_149.jpg,0
center_2018_09_07_21_12_31_216.jpg,0
center_2018_09_07_21_12_31_283.jpg,0
center_2018_09_07_21_12_31_349.jpg,0
center_2018_09_07_21_12_31_416.jpg,0
center_2018_09_07_21_12_31_483.jpg,0
center_2018_09_07_21_12_31_549.jpg,0
center_2018_09_07_21_12_31_616.jpg,0
center_2018_09_07_21_12_31_683.jpg,0
center_2018_09_07_21_12_31_749.jpg,0
center_2018_09_07_21_12_31_816.jpg,0
center_2018_09_07_21_12_31_883.jpg,0
center_2018_09_07_21_12_31_949.jpg,0
center_2018_09_07_21_12_32_016.jpg,0
center_2018_09_07_21_12_32_083.jpg,0
center_2018_09_07_21_12_32_149.jpg,0
center_2018_09_07_21_12_32_217.jpg,0
center_2018_09_07_21_12_32_283.jpg,0
center_2018_09_07_21_12_32_350.jpg,0
center_2018_09_07_21_12_32_417.jpg,0
center_2018_09_07_21_12_32_483.jpg,0
center_2018_09_07_21_12_32_550.jpg,0
center_2018_09_07_21_12_32_616.jpg,0
center_2018_09_07_21_12_32_682.jpg,0
center_2018_09_07_21_12_32_750.jpg,0
center_2018_09_07_21_12_32_816.jpg,0
center_2018_09_07_21_12_32_883.jpg,0
center_2018_09_07_21_12_32_949.jpg,0
center_2018_09_07_21_12_33_017.jpg,0
center_2018_09_07_21_12_33_083.jpg,0
center_2018_09_07_21_12_33_149.jpg,0
center_2018_09_07_21_12_33_216.jpg,0
center_2018_09_07_21_12_33_283.jpg,0
center_2018_09_07_21_12_33_350.jpg,0
center_2018_09_07_21_12_33_416.jpg,0
center_2018_09_07_21_12_33_483.jpg,-6
center_2018_09_07_21_12_33_549.jpg,-0.03564835
center_2018_09_07_21_12_33_616.jpg,0
center_2018_09_07_21_12_33_682.jpg,0
center_2018_09_07_21_12_33_749.jpg,0
center_2018_09_07_21_12_33_816.jpg,0
center_2018_09_07_21_12_33_883.jpg,0
center_2018_09_07_21_12_33_950.jpg,0
center_2018_09_07_21_12_34_016.jpg,0
center_2018_09_07_21_12_34_083.jpg,-6
center_2018_09_07_21_12_34_149.jpg,-12
center_2018_09_07_21_12_34_216.jpg,-7.979522
center_2018_09_07_21_12_34_283.jpg,-0.009241104
center_2018_09_07_21_12_34_350.jpg,0
center_2018_09_07_21_12_34_416.jpg,0
center_2018_09_07_21_12_34_483.jpg,0
center_2018_09_07_21_12_34_549.jpg,0
center_2018_09_07_21_12_34_617.jpg,-8
center_2018_09_07_21_12_34_682.jpg,-14
center_2018_09_07_21_12_34_749.jpg,-8.00663
center_2018_09_07_21_12_34_816.jpg,0
center_2018_09_07_21_12_34_883.jpg,0
center_2018_09_07_21_12_34_949.jpg,0
center_2018_09_07_21_12_35_017.jpg,0
center_2018_09_07_21_12_35_084.jpg,0
center_2018_09_07_21_12_35_150.jpg,0
center_2018_09_07_21_12_35_216.jpg,-8
center_2018_09_07_21_12_35_282.jpg,-14
center_2018_09_07_21_12_35_349.jpg,-7.989235
center_2018_09_07_21_12_35_416.jpg,0
center_2018_09_07_21_12_35_483.jpg,0
center_2018_09_07_21_12_35_550.jpg,0
center_2018_09_07_21_12_35_616.jpg,0
center_2018_09_07_21_12_35_683.jpg,0
center_2018_09_07_21_12_35_749.jpg,0
center_2018_09_07_21_12_35_816.jpg,0
center_2018_09_07_21_12_35_883.jpg,0
center_2018_09_07_21_12_35_950.jpg,0
center_2018_09_07_21_12_36_016.jpg,0
center_2018_09_07_21_12_36_083.jpg,0
center_2018_09_07_21_12_36_149.jpg,-6
center_2018_09_07_21_12_36_216.jpg,-14
center_2018_09_07_21_12_36_282.jpg,-7.980838
center_2018_09_07_21_12_36_349.jpg,0
center_2018_09_07_21_12_36_416.jpg,0
center_2018_09_07_21_12_36_483.jpg,0
center_2018_09_07_21_12_36_549.jpg,0
center_2018_09_07_21_12_36_616.jpg,0
center_2018_09_07_21_12_36_683.jpg,0
center_2018_09_07_21_12_36_749.jpg,-6
center_2018_09_07_21_12_36_816.jpg,-14
center_2018_09_07_21_12_36_883.jpg,-7.985044
center_2018_09_07_21_12_36_949.jpg,0
center_2018_09_07_21_12_37_016.jpg,0
center_2018_09_07_21_12_37_083.jpg,0
center_2018_09_07_21_12_37_149.jpg,0
center_2018_09_07_21_12_37_217.jpg,0
center_2018_09_07_21_12_37_282.jpg,0
center_2018_09_07_21_12_37_349.jpg,0
center_2018_09_07_21_12_37_417.jpg,0
center_2018_09_07_21_12_37_483.jpg,0
center_2018_09_07_21_12_37_550.jpg,0
center_2018_09_07_21_12_37_616.jpg,0
center_2018_09_07_21_12_37_682.jpg,0
center_2018_09_07_21_12_37_749.jpg,0
center_2018_09_07_21_12_37_816.jpg,0
center_2018_09_07_21_12_37_883.jpg,-6
center_2018_09_07_21_12_37_950.jpg,-12
center_2018_09_07_21_12_38_016.jpg,-8.031707
