NAME,STEER
./road-images/green-flat/eagle_2018_09_14_20_29_09_357.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_09_423.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_09_489.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_09_556.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_09_622.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_09_689.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_09_756.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_09_823.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_09_889.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_09_957.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_10_023.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_10_089.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_10_156.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_10_223.jpg,4
./road-images/green-flat/eagle_2018_09_14_20_29_10_289.jpg,3.987708
./road-images/green-flat/eagle_2018_09_14_20_29_10_356.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_10_423.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_10_490.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_10_557.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_10_623.jpg,6
./road-images/green-flat/eagle_2018_09_14_20_29_10_690.jpg,12
./road-images/green-flat/eagle_2018_09_14_20_29_10_756.jpg,15.97042
./road-images/green-flat/eagle_2018_09_14_20_29_10_823.jpg,7.967978
./road-images/green-flat/eagle_2018_09_14_20_29_10_890.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_10_957.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_11_023.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_11_089.jpg,6
./road-images/green-flat/eagle_2018_09_14_20_29_11_156.jpg,14
./road-images/green-flat/eagle_2018_09_14_20_29_11_223.jpg,16.01735
./road-images/green-flat/eagle_2018_09_14_20_29_11_290.jpg,8.005071
./road-images/green-flat/eagle_2018_09_14_20_29_11_357.jpg,0.0003433228
./road-images/green-flat/eagle_2018_09_14_20_29_11_423.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_11_490.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_11_556.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_11_623.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_11_690.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_11_757.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_11_823.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_11_890.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_11_956.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_12_023.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_12_090.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_12_157.jpg,-4
./road-images/green-flat/eagle_2018_09_14_20_29_12_223.jpg,-10
./road-images/green-flat/eagle_2018_09_14_20_29_12_290.jpg,-4.025402
./road-images/green-flat/eagle_2018_09_14_20_29_12_357.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_12_423.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_12_489.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_12_556.jpg,-8
./road-images/green-flat/eagle_2018_09_14_20_29_12_623.jpg,-14
./road-images/green-flat/eagle_2018_09_14_20_29_12_690.jpg,-16.01423
./road-images/green-flat/eagle_2018_09_14_20_29_12_757.jpg,-7.993913
./road-images/green-flat/eagle_2018_09_14_20_29_12_823.jpg,-0.0025177
./road-images/green-flat/eagle_2018_09_14_20_29_12_890.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_12_957.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_13_024.jpg,6
./road-images/green-flat/eagle_2018_09_14_20_29_13_090.jpg,0.06827831
./road-images/green-flat/eagle_2018_09_14_20_29_13_157.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_13_223.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_13_290.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_13_356.jpg,4
./road-images/green-flat/eagle_2018_09_14_20_29_13_423.jpg,10
./road-images/green-flat/eagle_2018_09_14_20_29_13_490.jpg,4.002357
./road-images/green-flat/eagle_2018_09_14_20_29_13_557.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_13_623.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_13_689.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_13_756.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_13_823.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_13_890.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_13_956.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_14_023.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_14_090.jpg,-0.02652168
./road-images/green-flat/eagle_2018_09_14_20_29_14_157.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_14_223.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_14_290.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_14_357.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_14_423.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_14_490.jpg,-2
./road-images/green-flat/eagle_2018_09_14_20_29_14_556.jpg,-3.977752
./road-images/green-flat/eagle_2018_09_14_20_29_14_623.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_14_690.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_14_756.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_14_823.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_14_890.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_14_957.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_15_023.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_15_090.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_15_157.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_15_223.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_15_290.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_15_357.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_15_423.jpg,0
./road-images/green-flat/eagle_2018_09_14_20_29_15_490.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_03_665.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_03_731.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_03_798.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_03_864.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_03_931.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_03_997.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_04_064.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_04_131.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_04_198.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_04_265.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_04_331.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_04_398.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_04_465.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_04_531.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_04_598.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_04_665.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_04_731.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_04_798.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_04_865.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_04_931.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_04_998.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_05_065.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_05_131.jpg,6
./road-images/green-flat/eagle_2018_09_14_16_27_05_198.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_05_265.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_05_331.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_05_398.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_05_465.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_05_531.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_05_598.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_05_665.jpg,4
./road-images/green-flat/eagle_2018_09_14_16_27_05_731.jpg,10
./road-images/green-flat/eagle_2018_09_14_16_27_05_798.jpg,3.985806
./road-images/green-flat/eagle_2018_09_14_16_27_05_865.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_05_931.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_05_998.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_06_065.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_06_131.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_06_198.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_06_265.jpg,8
./road-images/green-flat/eagle_2018_09_14_16_27_06_331.jpg,14
./road-images/green-flat/eagle_2018_09_14_16_27_06_398.jpg,20
./road-images/green-flat/eagle_2018_09_14_16_27_06_465.jpg,15.99888
./road-images/green-flat/eagle_2018_09_14_16_27_06_531.jpg,7.996445
./road-images/green-flat/eagle_2018_09_14_16_27_06_598.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_06_665.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_06_731.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_06_798.jpg,6
./road-images/green-flat/eagle_2018_09_14_16_27_06_865.jpg,14
./road-images/green-flat/eagle_2018_09_14_16_27_06_931.jpg,20
./road-images/green-flat/eagle_2018_09_14_16_27_06_998.jpg,23.99149
./road-images/green-flat/eagle_2018_09_14_16_27_07_065.jpg,15.97394
./road-images/green-flat/eagle_2018_09_14_16_27_07_131.jpg,7.968378
./road-images/green-flat/eagle_2018_09_14_16_27_07_198.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_07_265.jpg,4
./road-images/green-flat/eagle_2018_09_14_16_27_07_331.jpg,10
./road-images/green-flat/eagle_2018_09_14_16_27_07_398.jpg,16
./road-images/green-flat/eagle_2018_09_14_16_27_07_465.jpg,20.00928
./road-images/green-flat/eagle_2018_09_14_16_27_07_531.jpg,12.00757
./road-images/green-flat/eagle_2018_09_14_16_27_07_598.jpg,3.999238
./road-images/green-flat/eagle_2018_09_14_16_27_07_665.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_07_731.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_07_798.jpg,6
./road-images/green-flat/eagle_2018_09_14_16_27_07_865.jpg,14
./road-images/green-flat/eagle_2018_09_14_16_27_07_931.jpg,20
./road-images/green-flat/eagle_2018_09_14_16_27_07_998.jpg,23.97384
./road-images/green-flat/eagle_2018_09_14_16_27_08_065.jpg,15.93613
./road-images/green-flat/eagle_2018_09_14_16_27_08_131.jpg,7.952042
./road-images/green-flat/eagle_2018_09_14_16_27_08_198.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_08_265.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_08_331.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_08_398.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_08_465.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_08_531.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_08_598.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_08_665.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_08_731.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_08_798.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_08_865.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_08_931.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_08_998.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_09_065.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_09_132.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_09_198.jpg,0
./road-images/green-flat/eagle_2018_09_14_16_27_09_265.jpg,0
