NAME,STEER
./road-images/red-flat/eagle_2018_09_14_20_29_53_504.jpg,0
./road-images/red-flat/eagle_2018_09_14_20_29_53_561.jpg,0
./road-images/red-flat/eagle_2018_09_14_20_29_53_627.jpg,0
./road-images/red-flat/eagle_2018_09_14_20_29_53_694.jpg,0
./road-images/red-flat/eagle_2018_09_14_20_29_53_761.jpg,0
./road-images/red-flat/eagle_2018_09_14_20_29_53_827.jpg,0
./road-images/red-flat/eagle_2018_09_14_20_29_53_894.jpg,0
./road-images/red-flat/eagle_2018_09_14_20_29_53_960.jpg,0
./road-images/red-flat/eagle_2018_09_14_20_29_54_027.jpg,0
./road-images/red-flat/eagle_2018_09_14_20_29_54_094.jpg,0
./road-images/red-flat/eagle_2018_09_14_20_29_54_161.jpg,0
./road-images/red-flat/eagle_2018_09_14_20_29_54_227.jpg,0
./road-images/red-flat/eagle_2018_09_14_20_29_54_294.jpg,-4
./road-images/red-flat/eagle_2018_09_14_20_29_54_361.jpg,-10
./road-images/red-flat/eagle_2018_09_14_20_29_54_427.jpg,-4.006906
./road-images/red-flat/eagle_2018_09_14_20_29_54_494.jpg,0
./road-images/red-flat/eagle_2018_09_14_20_29_54_560.jpg,0
./road-images/red-flat/eagle_2018_09_14_20_29_54_627.jpg,-2
./road-images/red-flat/eagle_2018_09_14_20_29_54_694.jpg,-10
./road-images/red-flat/eagle_2018_09_14_20_29_54_761.jpg,-16
./road-images/red-flat/eagle_2018_09_14_20_29_54_827.jpg,-22
./road-images/red-flat/eagle_2018_09_14_20_29_54_894.jpg,-19.96535
./road-images/red-flat/eagle_2018_09_14_20_29_54_961.jpg,-12.00143
./road-images/red-flat/eagle_2018_09_14_20_29_55_027.jpg,-4.003673
./road-images/red-flat/eagle_2018_09_14_20_29_55_094.jpg,0
./road-images/red-flat/eagle_2018_09_14_20_29_55_161.jpg,0
./road-images/red-flat/eagle_2018_09_14_20_29_55_227.jpg,0
./road-images/red-flat/eagle_2018_09_14_20_29_55_294.jpg,0
./road-images/red-flat/eagle_2018_09_14_20_29_55_362.jpg,0
./road-images/red-flat/eagle_2018_09_14_20_29_55_427.jpg,-6
./road-images/red-flat/eagle_2018_09_14_20_29_55_494.jpg,-7.987061
./road-images/red-flat/eagle_2018_09_14_20_29_55_561.jpg,-0.002746582
./road-images/red-flat/eagle_2018_09_14_20_29_55_627.jpg,0
./road-images/red-flat/eagle_2018_09_14_20_29_55_694.jpg,0
./road-images/red-flat/eagle_2018_09_14_20_29_55_761.jpg,0
./road-images/red-flat/eagle_2018_09_14_20_29_55_827.jpg,0
./road-images/red-flat/eagle_2018_09_14_20_29_55_894.jpg,0
./road-images/red-flat/eagle_2018_09_14_20_29_55_961.jpg,0
./road-images/red-flat/eagle_2018_09_14_20_29_56_027.jpg,0
./road-images/red-flat/eagle_2018_09_14_20_29_56_094.jpg,0
